Applicant_ID,Age,Gender,Race/Ethnicity,Sexual_Orientation,Religion,Marital_Status,Socioeconomic_Status,Education_Level,Years_of_Experience,Industry,Job_Position_Applied_For,Application_Status,Salary_Offer,Interview_Feedback_Score,Referral_Status
0214,31,Male,Asian,Heterosexual,Christian,Widowed,Middle,Ph.D.,20,Finance,Mid-Level,Rejected,,2,Yes
0215,53,Non-Binary,Other,Heterosexual,Other,Divorced,Low,Bachelor's,25,Healthcare,Entry-Level,Accepted,159731.0,7,Yes
0216,33,Prefer not to say,Mixed,Heterosexual,Non-religious,Single,Middle,Master's,8,Education,Executive,Rejected,,9,Yes
0217,48,Male,Asian,Heterosexual,Christian,Divorced,Low,High School,1,Education,Senior-Level,Rejected,,7,No
0218,23,Female,Hispanic,Heterosexual,Hindu,Single,High,Bachelor's,9,Manufacturing,Senior-Level,Rejected,,10,Yes
0219,37,Prefer not to say,Mixed,Heterosexual,Christian,Married,Low,Ph.D.,7,Education,Entry-Level,Rejected,,3,Yes
0220,18,Female,Mixed,Heterosexual,Muslim,Widowed,Middle,Master's,10,Healthcare,Mid-Level,Rejected,,2,Yes
0221,39,Prefer not to say,Hispanic,Heterosexual,Hindu,Single,Middle,Ph.D.,32,Healthcare,Entry-Level,Rejected,,10,Yes
0222,41,Female,Hispanic,Heterosexual,Non-religious,Single,Low,High School,1,Tech,Mid-Level,Accepted,153670.0,6,No
0223,27,Female,Other,Heterosexual,Non-religious,Widowed,Low,Master's,15,Education,Senior-Level,Rejected,,2,No
0224,25,Male,Black,Heterosexual,Non-religious,Single,Middle,High School,14,Healthcare,Senior-Level,Rejected,,2,No
0225,18,Non-Binary,Black,LGBTQ+,Non-religious,Divorced,High,Bachelor's,29,Healthcare,Executive,Accepted,173277.0,4,Yes
0226,18,Prefer not to say,Asian,Heterosexual,Non-religious,Divorced,High,High School,10,Tech,Executive,Rejected,,2,Yes
0227,51,Female,White,LGBTQ+,Christian,Married,High,Master's,5,Tech,Mid-Level,Rejected,,6,No
0228,65,Male,Native American,Heterosexual,Non-religious,Married,High,Ph.D.,4,Manufacturing,Entry-Level,Rejected,,3,Yes
0229,36,Non-Binary,Other,LGBTQ+,Jewish,Divorced,Middle,Ph.D.,17,Finance,Entry-Level,Accepted,65680.0,10,Yes
0230,27,Male,Black,LGBTQ+,Jewish,Divorced,Middle,High School,17,Healthcare,Mid-Level,Rejected,,5,No
0231,34,Male,Asian,Heterosexual,Other,Divorced,High,High School,6,Healthcare,Mid-Level,Accepted,95069.0,6,No
0232,50,Male,Mixed,LGBTQ+,Hindu,Married,Low,Ph.D.,28,Manufacturing,Mid-Level,Accepted,151121.0,2,Yes
0233,25,Male,Asian,Heterosexual,Muslim,Married,Middle,Master's,40,Retail,Entry-Level,Rejected,,2,Yes
0234,22,Female,Mixed,LGBTQ+,Muslim,Single,Middle,High School,1,Education,Entry-Level,Accepted,180440.0,7,No
0235,49,Male,White,LGBTQ+,Muslim,Divorced,Low,Bachelor's,17,Healthcare,Executive,Accepted,39083.0,10,Yes
0236,59,Non-Binary,White,LGBTQ+,Non-religious,Widowed,Low,High School,8,Education,Mid-Level,Rejected,,4,Yes
0237,58,Male,White,LGBTQ+,Jewish,Widowed,Middle,Master's,24,Healthcare,Mid-Level,Accepted,113591.0,10,Yes
0238,19,Non-Binary,Asian,LGBTQ+,Non-religious,Divorced,High,Bachelor's,10,Tech,Mid-Level,Accepted,99868.0,9,Yes
0239,32,Prefer not to say,Hispanic,Heterosexual,Muslim,Married,High,Master's,22,Manufacturing,Entry-Level,Rejected,,10,Yes
0240,54,Female,Other,LGBTQ+,Non-religious,Divorced,Low,Ph.D.,2,Tech,Entry-Level,Accepted,187722.0,4,Yes
0241,51,Prefer not to say,Asian,LGBTQ+,Non-religious,Married,Low,Master's,11,Healthcare,Entry-Level,Accepted,68721.0,10,Yes
0242,25,Non-Binary,Asian,LGBTQ+,Other,Widowed,High,High School,10,Healthcare,Senior-Level,Accepted,71288.0,7,No
0243,59,Non-Binary,Black,LGBTQ+,Muslim,Married,Middle,Master's,18,Finance,Mid-Level,Accepted,180165.0,7,Yes
0244,29,Non-Binary,Other,Heterosexual,Other,Single,Middle,Bachelor's,21,Retail,Entry-Level,Accepted,120914.0,6,Yes
0245,58,Male,Other,LGBTQ+,Jewish,Single,Middle,Bachelor's,15,Retail,Entry-Level,Rejected,,5,Yes
0246,64,Male,Asian,LGBTQ+,Jewish,Widowed,Low,Ph.D.,31,Education,Senior-Level,Rejected,,2,No
0247,54,Female,Black,LGBTQ+,Christian,Single,Middle,High School,10,Healthcare,Entry-Level,Accepted,119602.0,3,No
0248,28,Male,Native American,Heterosexual,Hindu,Widowed,High,High School,13,Retail,Mid-Level,Rejected,,3,Yes
0249,24,Non-Binary,Black,Heterosexual,Jewish,Divorced,High,Master's,19,Finance,Entry-Level,Accepted,132996.0,10,No
0250,27,Male,Hispanic,Heterosexual,Jewish,Single,Middle,Ph.D.,12,Tech,Entry-Level,Accepted,74782.0,5,Yes
0251,48,Male,Hispanic,LGBTQ+,Jewish,Widowed,High,Master's,5,Retail,Executive,Accepted,127260.0,7,No
0252,29,Prefer not to say,Asian,LGBTQ+,Jewish,Widowed,Middle,Bachelor's,17,Manufacturing,Entry-Level,Accepted,55350.0,2,No
0253,52,Prefer not to say,Other,Heterosexual,Non-religious,Single,Middle,Ph.D.,34,Retail,Executive,Accepted,154849.0,5,Yes
0254,43,Male,Native American,Heterosexual,Christian,Widowed,Low,Bachelor's,13,Finance,Mid-Level,Accepted,140985.0,2,No
0255,30,Female,Other,LGBTQ+,Hindu,Single,Low,Ph.D.,35,Education,Senior-Level,Rejected,,9,No
0256,18,Prefer not to say,Asian,LGBTQ+,Muslim,Married,High,High School,3,Manufacturing,Entry-Level,Rejected,,9,No
0257,44,Non-Binary,White,LGBTQ+,Non-religious,Widowed,Low,Bachelor's,17,Education,Mid-Level,Rejected,,1,No
0258,39,Female,Asian,LGBTQ+,Hindu,Divorced,Low,Master's,19,Healthcare,Senior-Level,Rejected,,2,Yes
0259,26,Non-Binary,Mixed,LGBTQ+,Hindu,Divorced,High,Ph.D.,38,Retail,Entry-Level,Accepted,145793.0,4,No
0260,65,Prefer not to say,Other,LGBTQ+,Christian,Married,Low,Master's,32,Education,Mid-Level,Accepted,75544.0,4,Yes
0261,21,Female,Asian,LGBTQ+,Christian,Divorced,High,Bachelor's,17,Healthcare,Executive,Rejected,,2,Yes
0262,33,Non-Binary,White,LGBTQ+,Muslim,Widowed,High,Master's,22,Finance,Senior-Level,Accepted,104729.0,1,No
0263,21,Female,Other,Heterosexual,Muslim,Married,High,Bachelor's,17,Retail,Executive,Accepted,32332.0,8,Yes
0264,59,Female,Native American,Heterosexual,Muslim,Divorced,High,Master's,17,Education,Executive,Rejected,,8,No
0265,31,Prefer not to say,Hispanic,LGBTQ+,Non-religious,Single,Low,Master's,35,Retail,Senior-Level,Rejected,,2,No
0266,22,Non-Binary,Hispanic,LGBTQ+,Hindu,Divorced,High,Master's,12,Finance,Mid-Level,Accepted,187295.0,7,No
0267,61,Female,Mixed,Heterosexual,Other,Widowed,Middle,Master's,26,Education,Executive,Accepted,182836.0,10,Yes
0268,39,Female,Mixed,LGBTQ+,Other,Divorced,High,Master's,10,Retail,Mid-Level,Rejected,,2,No
0269,26,Non-Binary,Mixed,Heterosexual,Other,Divorced,High,High School,7,Healthcare,Mid-Level,Rejected,,7,No
0270,41,Non-Binary,Native American,LGBTQ+,Jewish,Single,Middle,High School,20,Manufacturing,Entry-Level,Rejected,,4,Yes
0271,61,Prefer not to say,Native American,LGBTQ+,Jewish,Single,Low,Bachelor's,12,Healthcare,Executive,Rejected,,3,No
0272,63,Female,Other,Heterosexual,Jewish,Divorced,High,Bachelor's,20,Retail,Entry-Level,Accepted,148503.0,5,Yes
0273,28,Female,White,Heterosexual,Muslim,Widowed,High,Ph.D.,25,Education,Executive,Rejected,,1,Yes
0274,52,Female,Mixed,LGBTQ+,Christian,Divorced,High,Bachelor's,1,Retail,Entry-Level,Accepted,89314.0,6,No
0275,26,Male,White,LGBTQ+,Muslim,Single,Low,Master's,18,Education,Senior-Level,Rejected,,3,No
0276,49,Non-Binary,Other,Heterosexual,Muslim,Widowed,Low,Bachelor's,14,Retail,Mid-Level,Accepted,35744.0,10,Yes
0277,25,Non-Binary,Mixed,Heterosexual,Jewish,Divorced,High,High School,19,Tech,Entry-Level,Accepted,42644.0,2,No
0278,46,Prefer not to say,Asian,LGBTQ+,Jewish,Married,Low,High School,9,Education,Entry-Level,Rejected,,10,Yes
0279,44,Male,Native American,Heterosexual,Hindu,Single,Low,Ph.D.,12,Manufacturing,Mid-Level,Rejected,,9,Yes
0280,40,Prefer not to say,Hispanic,Heterosexual,Christian,Widowed,Low,Ph.D.,21,Finance,Entry-Level,Accepted,53331.0,2,No
0281,27,Male,Other,Heterosexual,Other,Single,Middle,Bachelor's,29,Healthcare,Senior-Level,Rejected,,1,Yes
0282,29,Male,Other,LGBTQ+,Hindu,Divorced,Middle,High School,3,Tech,Entry-Level,Accepted,199659.0,3,No
0283,40,Prefer not to say,Native American,LGBTQ+,Other,Single,Middle,Master's,11,Tech,Executive,Rejected,,8,No
0284,42,Prefer not to say,Other,LGBTQ+,Other,Married,Low,Bachelor's,3,Finance,Entry-Level,Rejected,,10,No
0285,54,Prefer not to say,Black,LGBTQ+,Hindu,Single,High,Bachelor's,30,Education,Entry-Level,Rejected,,8,Yes
0286,22,Non-Binary,Mixed,LGBTQ+,Christian,Married,High,Master's,33,Manufacturing,Entry-Level,Rejected,,4,No
0287,40,Prefer not to say,Black,Heterosexual,Christian,Married,High,Ph.D.,31,Finance,Entry-Level,Rejected,,6,Yes
0288,39,Non-Binary,Asian,Heterosexual,Non-religious,Widowed,Middle,Bachelor's,5,Education,Executive,Rejected,,2,No
0289,46,Non-Binary,Asian,LGBTQ+,Other,Single,Low,Ph.D.,26,Tech,Entry-Level,Accepted,188388.0,10,No
0290,50,Female,Mixed,LGBTQ+,Hindu,Divorced,Low,Bachelor's,29,Healthcare,Executive,Rejected,,8,Yes
0291,24,Female,Asian,LGBTQ+,Hindu,Divorced,High,Master's,6,Tech,Mid-Level,Rejected,,3,No
0292,24,Non-Binary,Native American,Heterosexual,Muslim,Single,Middle,Bachelor's,29,Finance,Senior-Level,Accepted,138650.0,1,Yes
0293,46,Prefer not to say,Mixed,Heterosexual,Jewish,Single,High,High School,17,Education,Executive,Accepted,181664.0,3,Yes
0294,24,Prefer not to say,Mixed,LGBTQ+,Non-religious,Widowed,Middle,Bachelor's,17,Education,Senior-Level,Rejected,,8,Yes
0295,26,Prefer not to say,Native American,LGBTQ+,Other,Divorced,High,Bachelor's,12,Finance,Senior-Level,Rejected,,3,Yes
0296,50,Non-Binary,Mixed,Heterosexual,Hindu,Widowed,High,Ph.D.,34,Healthcare,Executive,Accepted,167030.0,2,Yes
0297,42,Female,Asian,Heterosexual,Muslim,Divorced,Low,Master's,16,Finance,Entry-Level,Rejected,,4,Yes
0298,40,Prefer not to say,Asian,Heterosexual,Other,Widowed,Low,Master's,3,Education,Executive,Rejected,,6,Yes
0299,18,Non-Binary,Black,LGBTQ+,Muslim,Divorced,High,Bachelor's,12,Healthcare,Executive,Accepted,49521.0,3,Yes
0300,65,Male,White,Heterosexual,Jewish,Divorced,High,Master's,8,Finance,Senior-Level,Accepted,116655.0,8,Yes
0301,20,Female,Hispanic,Heterosexual,Other,Divorced,Middle,Master's,4,Retail,Senior-Level,Accepted,78200.0,9,Yes
0302,50,Female,White,LGBTQ+,Christian,Divorced,Low,Bachelor's,21,Healthcare,Senior-Level,Rejected,,4,No
0303,53,Male,Asian,LGBTQ+,Jewish,Married,High,Bachelor's,2,Retail,Senior-Level,Rejected,,2,No
0304,34,Non-Binary,Asian,LGBTQ+,Non-religious,Widowed,Middle,High School,9,Retail,Mid-Level,Rejected,,9,Yes
0305,24,Female,Other,Heterosexual,Other,Single,Low,Bachelor's,27,Tech,Mid-Level,Rejected,,2,Yes
0306,19,Prefer not to say,Mixed,LGBTQ+,Christian,Single,Low,High School,5,Healthcare,Entry-Level,Accepted,97803.0,7,No
0307,46,Prefer not to say,White,LGBTQ+,Christian,Widowed,High,High School,17,Tech,Entry-Level,Accepted,49028.0,6,Yes
0308,36,Non-Binary,Native American,Heterosexual,Hindu,Widowed,Middle,Ph.D.,1,Education,Mid-Level,Accepted,65751.0,7,No
0309,58,Female,Hispanic,LGBTQ+,Christian,Married,Low,High School,0,Manufacturing,Executive,Accepted,109872.0,4,No
0310,31,Prefer not to say,Mixed,Heterosexual,Muslim,Married,Low,Master's,12,Tech,Mid-Level,Accepted,173878.0,8,Yes
0311,36,Male,Hispanic,Heterosexual,Muslim,Widowed,Middle,Master's,8,Retail,Mid-Level,Accepted,104746.0,10,Yes
0312,30,Non-Binary,White,LGBTQ+,Hindu,Divorced,High,Bachelor's,36,Manufacturing,Senior-Level,Rejected,,7,Yes
0313,18,Non-Binary,Black,Heterosexual,Other,Widowed,Middle,Master's,8,Retail,Senior-Level,Rejected,,8,No
0314,40,Non-Binary,White,Heterosexual,Muslim,Single,Middle,Bachelor's,34,Finance,Senior-Level,Accepted,49765.0,1,Yes
0315,55,Prefer not to say,Other,Heterosexual,Christian,Divorced,High,Ph.D.,9,Healthcare,Executive,Accepted,184560.0,5,Yes
0316,47,Male,White,LGBTQ+,Non-religious,Single,High,Bachelor's,39,Retail,Mid-Level,Accepted,146974.0,3,Yes
0317,54,Female,Mixed,LGBTQ+,Hindu,Single,Low,Ph.D.,14,Tech,Senior-Level,Rejected,,4,Yes
0318,60,Female,Native American,LGBTQ+,Jewish,Widowed,Middle,High School,1,Retail,Senior-Level,Accepted,166674.0,5,No
0319,55,Female,White,LGBTQ+,Hindu,Single,High,Master's,24,Finance,Executive,Rejected,,6,No
0320,48,Male,Native American,Heterosexual,Jewish,Married,Low,High School,16,Retail,Senior-Level,Accepted,69384.0,3,Yes
0321,41,Male,Mixed,Heterosexual,Jewish,Divorced,High,High School,15,Retail,Executive,Rejected,,4,Yes
0322,59,Prefer not to say,Asian,Heterosexual,Christian,Married,High,Bachelor's,8,Retail,Entry-Level,Accepted,44656.0,3,No
0323,29,Prefer not to say,Native American,Heterosexual,Other,Divorced,Low,Bachelor's,28,Manufacturing,Executive,Rejected,,3,Yes
0324,44,Female,Other,Heterosexual,Non-religious,Divorced,Low,Master's,29,Manufacturing,Entry-Level,Accepted,129145.0,7,Yes
0325,24,Male,Black,LGBTQ+,Muslim,Single,Low,Ph.D.,39,Manufacturing,Entry-Level,Accepted,54429.0,8,Yes
0326,56,Male,Other,LGBTQ+,Non-religious,Widowed,Middle,High School,16,Education,Mid-Level,Rejected,,7,No
0327,55,Male,White,Heterosexual,Hindu,Widowed,Low,High School,9,Manufacturing,Executive,Rejected,,4,Yes
0328,63,Male,Native American,Heterosexual,Non-religious,Single,Middle,Bachelor's,20,Education,Senior-Level,Accepted,70574.0,7,No
0329,34,Prefer not to say,Native American,LGBTQ+,Non-religious,Divorced,High,Ph.D.,13,Education,Executive,Accepted,127049.0,9,No
0330,34,Non-Binary,Native American,LGBTQ+,Other,Widowed,High,Bachelor's,7,Retail,Mid-Level,Rejected,,3,Yes
0331,31,Prefer not to say,Other,LGBTQ+,Non-religious,Single,Low,Ph.D.,40,Tech,Entry-Level,Accepted,153645.0,10,No
0332,23,Male,Hispanic,Heterosexual,Hindu,Single,High,High School,12,Education,Senior-Level,Accepted,75946.0,8,No
0333,18,Female,Other,LGBTQ+,Muslim,Single,High,Bachelor's,39,Finance,Entry-Level,Rejected,,4,Yes
0334,28,Male,Hispanic,LGBTQ+,Hindu,Widowed,Middle,Bachelor's,33,Tech,Entry-Level,Accepted,174072.0,5,No
0335,40,Non-Binary,Black,Heterosexual,Jewish,Widowed,High,High School,8,Finance,Executive,Accepted,176441.0,2,No
0336,39,Male,Other,LGBTQ+,Non-religious,Divorced,High,Ph.D.,24,Manufacturing,Executive,Accepted,119040.0,8,No
0337,55,Male,White,Heterosexual,Hindu,Single,Middle,Bachelor's,14,Healthcare,Executive,Rejected,,9,Yes
0338,62,Non-Binary,Black,LGBTQ+,Christian,Widowed,High,Master's,4,Manufacturing,Mid-Level,Rejected,,6,No
0339,31,Non-Binary,Black,Heterosexual,Jewish,Married,Low,Bachelor's,16,Finance,Mid-Level,Accepted,95456.0,10,No
0340,27,Male,Asian,Heterosexual,Other,Widowed,High,High School,17,Tech,Executive,Rejected,,10,No
0341,49,Non-Binary,White,Heterosexual,Non-religious,Divorced,Middle,Bachelor's,36,Finance,Entry-Level,Rejected,,8,Yes
0342,50,Non-Binary,White,Heterosexual,Jewish,Single,High,Ph.D.,20,Retail,Entry-Level,Accepted,85247.0,7,Yes
0343,38,Non-Binary,Native American,LGBTQ+,Muslim,Divorced,Low,Master's,30,Manufacturing,Senior-Level,Rejected,,3,No
0344,45,Female,White,LGBTQ+,Hindu,Widowed,Middle,Ph.D.,11,Manufacturing,Mid-Level,Accepted,56180.0,5,Yes
0345,53,Prefer not to say,Other,LGBTQ+,Muslim,Married,High,Bachelor's,30,Tech,Mid-Level,Rejected,,8,Yes
0346,58,Non-Binary,Other,LGBTQ+,Hindu,Divorced,High,High School,12,Tech,Mid-Level,Accepted,86483.0,5,No
0347,58,Male,White,LGBTQ+,Hindu,Divorced,Middle,Master's,22,Tech,Executive,Accepted,122036.0,10,Yes
0348,54,Female,Other,LGBTQ+,Hindu,Divorced,High,Ph.D.,28,Tech,Executive,Rejected,,8,Yes
0349,28,Non-Binary,White,LGBTQ+,Christian,Single,Low,Master's,14,Healthcare,Senior-Level,Rejected,,5,No
0350,35,Prefer not to say,Other,LGBTQ+,Other,Widowed,Middle,Bachelor's,11,Tech,Mid-Level,Accepted,95967.0,2,Yes
0351,28,Prefer not to say,Asian,Heterosexual,Christian,Widowed,High,High School,0,Education,Entry-Level,Accepted,98800.0,10,Yes
0352,23,Prefer not to say,Hispanic,Heterosexual,Muslim,Divorced,Middle,Bachelor's,8,Manufacturing,Mid-Level,Accepted,39215.0,6,No
0353,48,Prefer not to say,Other,LGBTQ+,Non-religious,Widowed,Low,Bachelor's,37,Manufacturing,Executive,Rejected,,9,No
0354,40,Prefer not to say,Native American,Heterosexual,Christian,Widowed,Middle,Master's,26,Healthcare,Mid-Level,Rejected,,1,Yes
0355,51,Female,Hispanic,LGBTQ+,Jewish,Single,High,Ph.D.,30,Healthcare,Entry-Level,Rejected,,5,Yes
0356,18,Non-Binary,Black,LGBTQ+,Non-religious,Widowed,Middle,Bachelor's,10,Retail,Executive,Rejected,,4,No
0357,23,Prefer not to say,Mixed,Heterosexual,Non-religious,Divorced,Middle,Master's,26,Finance,Entry-Level,Accepted,65815.0,5,Yes
0358,58,Prefer not to say,Native American,LGBTQ+,Hindu,Widowed,Low,Master's,1,Finance,Entry-Level,Accepted,78742.0,2,No
0359,35,Female,Mixed,LGBTQ+,Other,Single,Low,High School,4,Tech,Executive,Accepted,119630.0,7,No
0360,49,Non-Binary,White,Heterosexual,Hindu,Single,Low,High School,8,Education,Entry-Level,Rejected,,3,Yes
0361,34,Prefer not to say,Other,Heterosexual,Christian,Married,Middle,Ph.D.,15,Retail,Entry-Level,Accepted,150805.0,2,Yes
0362,48,Prefer not to say,Mixed,LGBTQ+,Hindu,Married,High,High School,17,Manufacturing,Entry-Level,Rejected,,8,No
0363,30,Non-Binary,Asian,Heterosexual,Christian,Married,High,Ph.D.,20,Tech,Mid-Level,Rejected,,10,Yes
0364,43,Female,Asian,Heterosexual,Non-religious,Widowed,High,Bachelor's,23,Tech,Mid-Level,Accepted,161050.0,2,No
0365,58,Male,Asian,LGBTQ+,Other,Married,High,High School,4,Education,Mid-Level,Rejected,,9,No
0366,46,Female,Asian,LGBTQ+,Hindu,Married,Middle,High School,15,Retail,Executive,Rejected,,9,No
0367,30,Female,Native American,LGBTQ+,Hindu,Widowed,Middle,Bachelor's,4,Manufacturing,Mid-Level,Rejected,,5,No
0368,52,Non-Binary,White,Heterosexual,Other,Widowed,High,Bachelor's,1,Manufacturing,Senior-Level,Accepted,114068.0,2,No
0369,30,Prefer not to say,Other,Heterosexual,Non-religious,Divorced,Middle,Ph.D.,20,Tech,Entry-Level,Accepted,41475.0,3,Yes
0370,20,Female,Asian,LGBTQ+,Muslim,Single,Low,Ph.D.,31,Manufacturing,Senior-Level,Accepted,126037.0,4,Yes
0371,18,Female,Mixed,LGBTQ+,Christian,Widowed,High,High School,11,Manufacturing,Executive,Rejected,,1,No
0372,51,Male,Mixed,Heterosexual,Hindu,Single,Low,High School,3,Retail,Mid-Level,Rejected,,4,Yes
0373,51,Female,Native American,Heterosexual,Non-religious,Widowed,High,High School,20,Manufacturing,Senior-Level,Rejected,,7,Yes
0374,28,Female,Native American,LGBTQ+,Non-religious,Divorced,High,Bachelor's,34,Manufacturing,Executive,Rejected,,6,No
0375,41,Prefer not to say,Other,LGBTQ+,Other,Divorced,High,Bachelor's,36,Manufacturing,Mid-Level,Rejected,,9,No
0376,41,Prefer not to say,White,LGBTQ+,Christian,Single,Middle,High School,16,Finance,Senior-Level,Accepted,108730.0,4,Yes
0377,38,Male,Other,LGBTQ+,Non-religious,Married,Low,High School,14,Healthcare,Mid-Level,Accepted,99465.0,6,Yes
0378,32,Non-Binary,Other,LGBTQ+,Christian,Widowed,High,Bachelor's,4,Retail,Senior-Level,Rejected,,3,No
0379,62,Male,Native American,LGBTQ+,Christian,Widowed,Low,High School,10,Healthcare,Executive,Rejected,,2,Yes
0380,65,Male,Mixed,LGBTQ+,Christian,Divorced,High,High School,10,Manufacturing,Mid-Level,Rejected,,9,Yes
0381,27,Male,Mixed,LGBTQ+,Jewish,Single,Low,Ph.D.,18,Education,Mid-Level,Accepted,118124.0,2,No
0382,54,Male,Native American,LGBTQ+,Hindu,Single,Middle,Ph.D.,8,Finance,Executive,Accepted,157889.0,7,Yes
0383,53,Female,Black,Heterosexual,Hindu,Widowed,Middle,High School,3,Retail,Executive,Rejected,,6,No
0384,30,Non-Binary,Hispanic,Heterosexual,Hindu,Married,Middle,Ph.D.,39,Finance,Executive,Accepted,91207.0,4,No
0385,27,Male,Asian,Heterosexual,Muslim,Married,Middle,High School,10,Retail,Entry-Level,Rejected,,8,No
0386,19,Non-Binary,Black,Heterosexual,Muslim,Divorced,High,Ph.D.,39,Retail,Mid-Level,Accepted,128725.0,10,Yes
0387,34,Female,Asian,LGBTQ+,Muslim,Divorced,Low,Ph.D.,0,Tech,Executive,Rejected,,6,Yes
0388,19,Non-Binary,Other,LGBTQ+,Muslim,Widowed,High,High School,10,Education,Entry-Level,Accepted,82133.0,9,No
0389,53,Male,Asian,Heterosexual,Non-religious,Divorced,Middle,Ph.D.,25,Retail,Mid-Level,Accepted,120906.0,6,No
0390,58,Non-Binary,Black,LGBTQ+,Christian,Divorced,Middle,High School,17,Healthcare,Mid-Level,Accepted,119597.0,7,Yes
0391,23,Prefer not to say,Native American,Heterosexual,Jewish,Married,High,Bachelor's,27,Healthcare,Senior-Level,Rejected,,9,Yes
0392,31,Female,Native American,Heterosexual,Muslim,Divorced,High,Bachelor's,27,Finance,Mid-Level,Rejected,,2,Yes
0393,29,Non-Binary,Other,Heterosexual,Other,Single,Middle,Ph.D.,26,Healthcare,Executive,Rejected,,3,Yes
0394,24,Female,Black,Heterosexual,Non-religious,Divorced,High,Bachelor's,38,Finance,Mid-Level,Accepted,124178.0,2,No
0395,26,Prefer not to say,Mixed,LGBTQ+,Muslim,Widowed,Middle,Ph.D.,8,Finance,Mid-Level,Accepted,38448.0,7,Yes
0396,35,Prefer not to say,Black,Heterosexual,Muslim,Single,Low,Ph.D.,39,Education,Senior-Level,Rejected,,4,No
0397,43,Male,Native American,LGBTQ+,Other,Divorced,Middle,High School,16,Tech,Executive,Rejected,,1,Yes
0398,51,Prefer not to say,Mixed,Heterosexual,Non-religious,Widowed,High,High School,6,Healthcare,Executive,Rejected,,5,No
0399,47,Female,White,LGBTQ+,Non-religious,Single,High,Bachelor's,29,Retail,Executive,Accepted,161244.0,2,Yes
0400,55,Female,White,LGBTQ+,Hindu,Widowed,Low,Bachelor's,29,Manufacturing,Mid-Level,Rejected,,2,No
0401,38,Female,Mixed,Heterosexual,Christian,Single,High,Ph.D.,40,Healthcare,Entry-Level,Rejected,,9,Yes
0402,42,Prefer not to say,Asian,Heterosexual,Hindu,Married,Low,Bachelor's,11,Retail,Entry-Level,Rejected,,5,No
0403,64,Prefer not to say,Hispanic,Heterosexual,Christian,Married,Low,High School,19,Healthcare,Entry-Level,Rejected,,8,No
0404,52,Male,Native American,LGBTQ+,Muslim,Married,High,Ph.D.,29,Education,Executive,Accepted,187605.0,10,Yes
0405,33,Non-Binary,Native American,Heterosexual,Christian,Married,Low,High School,20,Healthcare,Entry-Level,Accepted,38501.0,10,No
0406,39,Male,Asian,Heterosexual,Jewish,Married,Low,Master's,39,Retail,Mid-Level,Rejected,,10,No
0407,20,Male,Other,LGBTQ+,Hindu,Divorced,Middle,High School,13,Manufacturing,Entry-Level,Rejected,,8,Yes
0408,25,Non-Binary,Hispanic,LGBTQ+,Non-religious,Married,High,Bachelor's,39,Tech,Entry-Level,Accepted,156789.0,10,No
0409,45,Non-Binary,Hispanic,LGBTQ+,Muslim,Widowed,High,Ph.D.,31,Finance,Mid-Level,Rejected,,4,Yes
0410,25,Male,White,Heterosexual,Other,Married,High,Ph.D.,26,Tech,Senior-Level,Rejected,,9,Yes
0411,18,Female,Mixed,LGBTQ+,Hindu,Single,Middle,Master's,32,Manufacturing,Senior-Level,Accepted,59841.0,6,No
0412,43,Male,Other,Heterosexual,Muslim,Divorced,Middle,Ph.D.,30,Tech,Mid-Level,Rejected,,3,No
0413,52,Non-Binary,White,LGBTQ+,Other,Single,High,Master's,36,Retail,Senior-Level,Accepted,84594.0,10,No
0414,40,Male,Black,LGBTQ+,Christian,Divorced,Middle,Bachelor's,36,Manufacturing,Executive,Accepted,186025.0,2,No
0415,63,Non-Binary,Mixed,Heterosexual,Hindu,Widowed,Low,Ph.D.,15,Healthcare,Executive,Rejected,,4,No
0416,29,Male,Hispanic,Heterosexual,Muslim,Single,Middle,High School,15,Manufacturing,Mid-Level,Accepted,119159.0,8,No
0417,38,Female,Other,Heterosexual,Non-religious,Married,Low,High School,14,Education,Entry-Level,Accepted,111521.0,1,Yes
0418,39,Prefer not to say,Asian,Heterosexual,Non-religious,Divorced,Low,Master's,40,Finance,Senior-Level,Accepted,80474.0,5,No
0419,52,Non-Binary,Other,LGBTQ+,Other,Single,Middle,Bachelor's,10,Healthcare,Entry-Level,Accepted,193301.0,9,Yes
0420,31,Non-Binary,Native American,LGBTQ+,Hindu,Married,High,Master's,36,Finance,Mid-Level,Accepted,111625.0,10,No
0421,52,Prefer not to say,Asian,Heterosexual,Christian,Widowed,High,High School,3,Education,Entry-Level,Accepted,141795.0,7,Yes
0422,63,Prefer not to say,Native American,LGBTQ+,Hindu,Divorced,Low,High School,14,Manufacturing,Mid-Level,Accepted,152755.0,2,No
0423,37,Prefer not to say,White,Heterosexual,Muslim,Married,High,Master's,23,Education,Mid-Level,Rejected,,6,No
0424,49,Male,Asian,LGBTQ+,Christian,Divorced,Middle,Ph.D.,10,Healthcare,Senior-Level,Accepted,163155.0,2,No
0425,63,Male,Hispanic,Heterosexual,Hindu,Widowed,Middle,Ph.D.,15,Manufacturing,Mid-Level,Accepted,156451.0,7,Yes
0426,39,Female,Other,LGBTQ+,Jewish,Divorced,High,Bachelor's,11,Retail,Entry-Level,Rejected,,2,No
0427,38,Male,Other,LGBTQ+,Muslim,Divorced,Middle,High School,19,Tech,Executive,Rejected,,8,Yes
